"";"title";"first_name";"last_name";"full_name";"gender";"date_birth";"place_birth";"country_birth";"date_death";"religion";"family_stat";"occupation";"party";"time";"legislature";"elect_distr";"faction";"mandate_type"
"14000";"";"Rudolf";"Purps";"Rudolf Purps";"männlich";"26.12.1942";"Hamm / Westfalen";NA;NA;"ohne Angaben";"verheiratet, 3 Kinder";"Realschullehrer a. D.";"SPD";4;"12";NA;"Fraktion der Sozialdemokratischen Partei Deutschlands";"Landesliste"
"14003";"";"Willy Max";"Rademacher";"Willy Max Rademacher";"männlich";"26.12.1897";"Langenhagen";NA;"22.07.1971";"ohne Angaben";"verheiratet, 2 Kinder";"Spediteur";"FDP";4;"4";NA;"Fraktion der Freien Demokratischen Partei";"Landesliste"
"14008";"";"Hans";"Raidel";"Hans Raidel";"männlich";"11.07.1941";"Lechnitz / Siebenbürgen";NA;NA;"evangelisch";"verheiratet, 1 Kind";"Dipl.-Verwaltungswirt (FH), Bürgermeister a. D.";"CSU";4;"15";"255";"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Direktwahl"
"14009";"";"Alois";"Rainer";"Alois Rainer";"männlich";"16.06.1921";"Untergrub / Landkreis Straubing-Bogen";NA;"14.03.2002";"katholisch";"verheiratet, 6 Kinder";"Metzger, Gast- und Landwirt";"CSU";4;"8";"217";"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Direktwahl"
"14012";"Dr.";"Peter";"Ramsauer";"Dr. Peter Ramsauer";"männlich";"10.02.1954";"München";NA;NA;"katholisch";"verheiratet, 4 Kinder";"Bundesminister a. D., Dipl.-Kaufmann, Müllermeister";"CSU";4;"14";"211";"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Direktwahl"
"14014";"";"Heinz";"Rapp";"Heinz Rapp";"männlich";"25.07.1924";"Schramberg / Schwarzwald";NA;"07.03.2007";"katholisch";"verheiratet, 8 Kinder";"Bundesbankdirektor a. D.";"SPD";4;"10";NA;"Fraktion der Sozialdemokratischen Partei Deutschlands";"Landesliste"
"14015";"";"Hermann";"Rappe";"Hermann Rappe";"männlich";"20.09.1929";"Hannoversch Münden";NA;NA;"ohne Angaben";"verheiratet, 1 Kind";"Gewerkschaftssekretär";"SPD";4;"10";"43";"Fraktion der Sozialdemokratischen Partei Deutschlands";"Direktwahl"
"14017";"";"Will";"Rasner";"Will Rasner";"männlich";"14.06.1920";"Spellen bei Wesel";NA;"15.10.1971";"evangelisch";"verheiratet, 2 Kinder";"Redakteur";"CDU";4;"5";"1";"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Direktwahl"
"14023";"";"Peter";"Rauen";"Peter Rauen";"männlich";"26.01.1945";"Salmrohr / Krs. Bernkastel-Wittlich";NA;NA;"römisch-katholisch";"verheiratet, 2 Kinder";"Dipl.-Ingenieur (FH)";"CDU";4;"14";"151";"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Direktwahl"
"14025";"";"Karl";"Ravens";"Karl Ravens";"männlich";"29.06.1927";"Achim";NA;"08.09.2017";"ohne Angaben";"unverheiratet, 1 Kind";"Lehrlingsausbilder, Bundesminister a. D.";"SPD";4;"7";"29";"Fraktion der Sozialdemokratischen Partei Deutschlands";"Direktwahl"
"14026";"";"Wilhelm";"Rawe";"Wilhelm Rawe";"männlich";"07.02.1929";"Havixbeck / Krs. Münster-Land";NA;"03.11.2017";"katholisch";"verheiratet, 3 Kinder";"Rechtsanwalt und Notar, Parl. Staatsekretär a. D.";"CDU";4;"8";"93";"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Direktwahl"
"14030";"Dr.";"Gerhard";"Reddemann";"Dr. Gerhard Reddemann";"männlich";"22.02.1932";"Heiligenstadt";NA;"27.03.2008";"katholisch";"verheiratet, 2 Kinder";"Journalist";"CDU";4;"9";NA;"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Landesliste"
"14033";"";"Otto";"Regenspurger";"Otto Regenspurger";"männlich";"24.12.1939";"Untersiemau / Landkrs. Coburg";NA;"11.06.2003";"evangelisch";"verheiratet, 2 Kinder";"Diplom-Verwaltungswirt, Postoberinspektor a. D.";"CSU";4;"13";"224";"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Direktwahl"
"14034";"";"Karl";"Regling";"Karl Regling";"männlich";"09.10.1907";"Lübeck";NA;"25.03.2003";"ohne Angaben";"verheiratet";"Tischlermeister";"SPD";4;"5";NA;"Fraktion der Sozialdemokratischen Partei Deutschlands";"Landesliste"
"14036";"Dr.";"Luise";"Rehling";"Dr. Luise Rehling";"weiblich";"30.11.1896";"Bochum-Harpen";NA;"29.05.1964";"evangelisch";"verheiratet, 3 Kinder";"Hausfrau";"CDU";4;"4";NA;"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Landesliste"
"14038";"";"Reinhold";"Rehs";"Reinhold Rehs";"männlich";"12.10.1901";"Klinthenen";NA;"04.12.1971";"ohne Angaben";"verheiratet";"Rechtsanwalt";"SPD";4;"5";NA;"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Landesliste"
"14050";"Dr.";"Carl";"Reinhard";"Dr. Carl Reinhard";"männlich";"17.11.1909";"Meiningen / Unterweisenborn";NA;"13.02.1992";"evangelisch";"verheiratet, 4 Kinder";"Landwirt";"CDU";4;"6";NA;"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Landesliste"
"14057";"";"Wilhelm";"Reitz";"Wilhelm Reitz";"männlich";"23.09.1904";"Heuchelheim";NA;"25.07.1980";"ohne Angaben";"verheiratet";"Kartonagenmeister";"SPD";4;"5";"132";"Fraktion der Sozialdemokratischen Partei Deutschlands";"Direktwahl"
"14058";"";"Richard";"Reitzner";"Richard Reitzner";"männlich";"19.08.1893";"Einsiedel b. Marienbad";NA;"11.05.1962";"ohne Angaben";"verheiratet, 4 Kinder";"Oberlehrer i. R.";"SPD";4;"4";NA;"Fraktion der Sozialdemokratischen Partei Deutschlands";"Landesliste"
"14061";"Dr.";"Annemarie";"Renger";"Dr. Annemarie Renger";"weiblich";"07.10.1919";"Leipzig";NA;"03.03.2008";"ohne Angaben";"verwitwet, 1 Kind";"Präsidentin DBT a. D., Vizepräsidentin DBT a. D.";"SPD";4;"5";NA;"Fraktion der Sozialdemokratischen Partei Deutschlands";"Landesliste"
"14065";"";"Hans-Peter";"Repnik";"Hans-Peter Repnik";"männlich";"27.05.1947";"Konstanz";NA;NA;"katholisch";"verheiratet, 2 Kinder";"Jurist";"CDU";4;"12";"191";"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Direktwahl"
"14066";"";"Otto";"Reschke";"Otto Reschke";"männlich";"09.09.1941";"Gladbeck / Westfalen";NA;NA;"ohne Angaben";"keine Angaben";"Bergingenieur";"SPD";4;"12";"88";"Fraktion der Sozialdemokratischen Partei Deutschlands";"Direktwahl"
"14067";"";"Peter W.";"Reuschenbach";"Peter W. Reuschenbach";"männlich";"24.08.1935";"Oberhausen / Rheinland";NA;"10.04.2007";"ohne Angaben";"verheiratet";"Industriekaufmann";"SPD";4;"9";"89";"Fraktion der Sozialdemokratischen Partei Deutschlands";"Direktwahl"
"14068";"";"Bernd";"Reuter";"Bernd Reuter";"männlich";"09.11.1940";"Heldenbergen / Krs. Friedberg";NA;NA;"katholisch";"verheiratet";"Bauingenieur (grad.)";"SPD";4;"12";NA;"Fraktion der Sozialdemokratischen Partei Deutschlands";"Landesliste"
"14071";"";"Hans";"Richarts";"Hans Richarts";"männlich";"14.10.1910";"Schwarzenborn";NA;"12.06.1979";"katholisch";"verheiratet, 3 Kinder";"Oberlandwirtschaftsrat a. D.";"CDU";4;"5";"153";"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Direktwahl"
"14079";"";"Clemens";"Riedel";"Clemens Riedel";"männlich";"23.08.1914";"Breslau";NA;"17.06.2003";"katholisch";"verheiratet, 5 Kinder";"Bäckermeister";"CDU";4;"6";NA;"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Landesliste"
"14082";"Dr.";"Erich";"Riedl";"Dr. Erich Riedl";"männlich";"23.06.1933";"Eger";NA;"08.09.2018";"katholisch";"verheiratet, 3 Kinder";"Dipl.-Kaufmann, Oberpostdirektor a. D.";"CSU";4;"9";"206";"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Direktwahl"
"14086";"";"Klaus";"Riegert";"Klaus Riegert";"männlich";"26.02.1959";"Süssen / Krs. Göppingen";NA;NA;"römisch-katholisch";"verheiratet, 2 Kinder";"Dipl.-Verwaltungswirt Polizei (FH), Kriminaloberkommissar a. D.";"CDU";4;"15";"264";"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Direktwahl"
"14088";"Dr.";"Heinz";"Riesenhuber";"Dr. Heinz Riesenhuber";"männlich";"01.12.1935";"Frankfurt/Main";NA;NA;"katholisch";"verheiratet, 4 Kinder";"Dipl.-Chemiker, Bundesminister a. D.";"CDU";4;"11";"138";"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Direktwahl"
"14098";"Dr.";"Burkhard";"Ritz";"Dr. Burkhard Ritz";"männlich";"04.08.1931";"Deutsch- Krone / Pommern";NA;NA;"katholisch";"verheiratet, 4 Kinder";"Dipl.-Landwirt, Landvolkshochschuldozent";"CDU";4;"8";"32";"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Direktwahl"
"14099";"";"Heinrich Georg";"Ritzel";"Heinrich Georg Ritzel";"männlich";"10.04.1893";"Offenbach";NA;"19.06.1971";"ohne Angaben";"verheiratet";"Provinzialdirektor i. R.";"SPD";4;"4";"146";"Fraktion der Sozialdemokratischen Partei Deutschlands";"Direktwahl"
"14108";"";"Paul";"Röhner";"Paul Röhner";"männlich";"07.08.1927";"Aidhausen";NA;"24.12.2014";"katholisch";"verheiratet, 3 Kinder";"Direktor z. Wvw. im Bayerischen Bauernverband";"CSU";4;"8";"222";"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Direktwahl"
"14109";"";"Hannelore";"Rönsch";"Hannelore Rönsch";"weiblich";"12.12.1942";"Wiesbaden-Schierstein";NA;NA;"evangelisch";"verheiratet, 1 Kind";"Angestellte";"CDU";4;"13";"136";"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Direktwahl"
"14113";"";"Josef";"Rösing";"Josef Rösing";"männlich";"31.01.1911";"Beuel / Bonn";NA;"07.06.1983";"katholisch";"verheiratet";"Parlamentarischer Geschäftsführer, Diplomvolkswirt";"CDU";4;"5";NA;"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Landesliste"
"14115";"";"Helmut";"Rohde";"Helmut Rohde";"männlich";"09.11.1925";"Hannover";NA;"16.04.2016";"ohne Angaben";"verheiratet, 1 Kind";"Journalist";"SPD";4;"6";"37";"Fraktion der Sozialdemokratischen Partei Deutschlands";"Direktwahl"
"14116";"";"Ingrid";"Roitzsch";"Ingrid Roitzsch";"weiblich";"30.07.1940";"München";NA;"31.01.2011";"evangelisch";"verheiratet, 2 Kinder";"Redakteurin";"CDU";4;"12";"7";"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Direktwahl"
"14117";"";"Dietrich-Wilhelm";"Rollmann";"Dietrich-Wilhelm Rollmann";"männlich";"23.01.1932";"Berlin";NA;"14.01.2008";"evangelisch";"verheiratet, 1 Kind";"Jurist, Public Relations- Unternehmungsberater";"CDU";4;"6";NA;"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Landesliste"
"14118";"";"Franz";"Romer";"Franz Romer";"männlich";"26.02.1942";"Untersulmetingen / Krs. Biberach a.d. Riß";NA;NA;"katholisch";"verheiratet, 4 Kinder";"Mechaniker";"CDU";4;"15";"293";"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Direktwahl"
"14119";"";"Josef";"Rommerskirchen";"Josef Rommerskirchen";"männlich";"16.02.1916";"Odenkirchen";NA;"09.03.2010";"katholisch";"verheiratet, 7 Kinder";"Publizist";"CDU";4;"7";"77";"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Direktwahl"
"14120";"";"Uwe";"Ronneburger";"Uwe Ronneburger";"männlich";"23.11.1920";"Kiel";NA;"01.10.2007";"evangelisch";"verheiratet, 5 Kinder";"Landwirt";"FDP";4;"10";NA;"Fraktion der Freien Demokratischen Partei";"Landesliste"
"14121";"Dr.";"Klaus";"Rose";"Dr. Klaus Rose";"männlich";"07.12.1941";"Augsburg";NA;NA;"katholisch";"verheiratet";"Publizist, Parl. Staatssekretär a. D.";"CSU";4;"11";"215";"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Direktwahl"
"14122";"Prof.";"Philip";"Rosenthal";"Prof. Philip Rosenthal";"männlich";"23.10.1916";"Berlin";NA;"27.09.2001";"ohne Angaben";"verheiratet, 5 Kinder";"Vorstandsvorsitzender";"SPD";4;"9";NA;"Fraktion der Sozialdemokratischen Partei Deutschlands";"Landesliste"
"14126";"";"Kurt J.";"Rossmanith";"Kurt J. Rossmanith";"männlich";"22.11.1944";"Raase / Landkrs. Freudenthal (Sudetenschlesien)";NA;NA;"katholisch";"verheiratet, 4 Kinder";"Dipl.-Verwaltungswirt, Industriekaufmann";"CSU";4;"12";"243";"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Direktwahl"
"14128";"";"Adolf";"Roth";"Adolf Roth";"männlich";"15.09.1937";"Gießen";NA;NA;"katholisch";"verheiratet, 3 Kinder";"Dipl.-Volkswirt, Kaufmann";"CDU";4;"13";"131";"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Landesliste"
"14130";"";"Wolfgang";"Roth";"Wolfgang Roth";"männlich";"26.01.1941";"Schwäbisch Hall";NA;NA;"ohne Angaben";"verheiratet, 1 Kind";"Dipl.-Volkswirt";"SPD";4;"11";NA;"Fraktion der Sozialdemokratischen Partei Deutschlands";"Landesliste"
"14132";"Dr.";"Christian";"Ruck";"Dr. Christian Ruck";"männlich";"24.12.1954";"Augsburg";NA;NA;"römisch-katholisch";"verheiratet, 4 Kinder";"Dipl.-Ökonom";"CSU";4;"15";"253";"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Direktwahl"
"14133";"";"Margarete";"Rudoll";"Margarete Rudoll";"weiblich";"27.02.1906";"Frankfurt/Main";NA;"15.09.1979";"ohne Angaben";"verheiratet";"Fachsekretärin DGB";"SPD";4;"5";NA;"Fraktion der Sozialdemokratischen Partei Deutschlands";"Landesliste"
"14136";"";"Volker";"Rühe";"Volker Rühe";"männlich";"25.09.1942";"Hamburg";NA;NA;"evangelisch";"verheiratet, 3 Kinder";"Oberstudienrat a. D., Bundesminister a. D.";"CDU";4;"11";NA;"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Landesliste"
"14138";"Dr.";"Jürgen";"Rüttgers";"Dr. Jürgen Rüttgers";"männlich";"26.06.1951";"Köln";NA;NA;"katholisch";"verheiratet, 1 Kind";"Bundesminister für Bildung, Wissenschaft, Forschung und Technologie a. D.";"CDU";4;"14";"57";"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Landesliste"
"14140";"";"Thomas";"Ruf";"Thomas Ruf";"männlich";"27.07.1911";"Leutkirch / Allgäu";NA;"05.01.1996";"katholisch";"verheiratet, 2 Kinder";"Dipl.-Volkswirt";"CDU";4;"5";"171";"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Direktwahl"
"14146";"";"Hermann Josef";"Russe";"Hermann Josef Russe";"männlich";"17.09.1922";"Bochum";NA;"18.02.2008";"katholisch";"verheiratet, 3 Kinder";"Dipl.-Volkswirt";"CDU";4;"8";NA;"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Landesliste"
"14148";"Dr.";"Wolfgang";"Rutschke";"Dr. Wolfgang Rutschke";"männlich";"27.11.1919";"Heegermühle";NA;"12.08.1996";"evangelisch";"verheiratet, 3 Kinder";"Verwaltungsjurist";"FDP";4;"6";NA;"Fraktion der Freien Demokratischen Partei";"Landesliste"
"14156";"";"Engelbert";"Sander";"Engelbert Sander";"männlich";"30.01.1929";"Schweskau / Niedersachsen";NA;"17.04.2004";"evangelisch";"verheiratet, 2 Kinder";"Geschäftsführer a. D.";"SPD";4;"7";NA;"Fraktion der Sozialdemokratischen Partei Deutschlands";"Landesliste"
"14160";"";"Helmut";"Sauer";"Helmut Sauer";"männlich";"24.12.1945";"Gut Quickendorf / Krs. Frankenstein (Schlesien)";NA;NA;"katholisch";"keine Angaben";"Grundstücks- u. Wohnungswirtschaftskaufmann";"CDU";4;"10";NA;"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Landesliste"
"14161";"";"Roland";"Sauer";"Roland Sauer";"männlich";"27.07.1939";"Stuttgart";NA;NA;"katholisch";"verheiratet, 3 Kinder";"Selbständiger Grafiker";"CDU";4;"12";"162";"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Direktwahl"
"14165";"";"Franz";"Sauter";"Franz Sauter";"männlich";"30.06.1928";"Epfendorf";NA;"07.07.2019";"katholisch";"verheiratet, 8 Kinder";"Landwirtschaftsmeister";"CDU";4;"9";"189";"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Direktwahl"
"14166";"";"Karl-Heinz";"Saxowski";"Karl-Heinz Saxowski";"männlich";"13.09.1918";"Paderborn";NA;"09.04.1981";"katholisch";"verheiratet, 1 Kind";"Stadtinspektor a. D.";"SPD";4;"7";NA;"Fraktion der Sozialdemokratischen Partei Deutschlands";"Landesliste"
"14167";"";"Botho";"Sayn-Wittgenstein-Hohenstein";"Botho Sayn-Wittgenstein-Hohenstein";"männlich";"16.02.1927";"Eisenach / Thüringen";NA;"27.01.2008";"evangelisch";"verheiratet, 3 Kinder";"Forstwirt, Arzt";"CDU";4;"8";NA;"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Landesliste"
"14168";"Dr.";"Hans Georg";"Schachtschabel";"Dr. Hans Georg Schachtschabel";"männlich";"16.03.1914";"Dessau";NA;"29.10.1993";"evangelisch";"verheiratet, 2 Kinder";"ordentlicher Professor, Studienleiter";"SPD";4;"9";"180";"Fraktion der Sozialdemokratischen Partei Deutschlands";"Direktwahl"
"14169";"Dr.";"Friedrich";"Schäfer";"Dr. Friedrich Schäfer";"männlich";"06.04.1915";"Sindelfingen";NA;"31.08.1988";"evangelisch";"verheiratet, 2 Kinder";"Professor, Staatssekretär a. D.";"SPD";4;"6";NA;"Fraktion der Sozialdemokratischen Partei Deutschlands";"Landesliste"
"14170";"";"Harald B.";"Schäfer";"Harald B. Schäfer";"männlich";"20.07.1938";"Oberdielbach (Waldbrunn) / Odenwald";NA;"22.01.2013";"ohne Angaben";"verheiratet, 2 Kinder";"Oberstudienrat a. D., Landesminister a. D.";"SPD";4;"8";NA;"Fraktion der Sozialdemokratischen Partei Deutschlands";"Landesliste"
"14171";"";"Helmut";"Schäfer";"Helmut Schäfer";"männlich";"09.01.1933";"Mainz";NA;NA;"ohne Angaben";"ledig";"Staatsminister a. D.";"FDP";4;"11";NA;"Fraktion der Freien Demokratischen Partei";"Landesliste"
"14177";"Dr.";"Wolfgang";"Schäuble";"Dr. Wolfgang Schäuble";"männlich";"18.09.1942";"Freiburg";NA;NA;"evangelisch";"verheiratet, 4 Kinder";"Bundestagspräsident, Bundesminister a. D., Jurist";"CDU";4;"10";"188";"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Direktwahl"
"14178";"";"Gudrun";"Schaich-Walch";"Gudrun Schaich-Walch";"weiblich";"20.08.1946";"Kopenhagen";NA;NA;"ohne Angaben";"verheiratet, 1 Kind";"Physikalisch-technische Assistentin";"SPD";4;"15";"183";"Fraktion der Sozialdemokratischen Partei Deutschlands";"Direktwahl"
"14179";"";"Dieter";"Schanz";"Dieter Schanz";"männlich";"09.12.1937";"Danzig";NA;NA;"evangelisch";"2 Kinder";"Sozialarbeiter grad., Städtischer Sozialoberrat a. D.";"SPD";4;"13";"86";"Fraktion der Sozialdemokratischen Partei Deutschlands";"Direktwahl"
"14180";"";"Marta";"Schanzenbach";"Marta Schanzenbach";"weiblich";"07.02.1907";"Gengenbach / Baden";NA;"03.06.1997";"katholisch";"verheiratet, 2 Kinder";"Fürsorgerin";"SPD";4;"4";NA;"Fraktion der Sozialdemokratischen Partei Deutschlands";"Landesliste"
"14185";"";"Günther";"Schartz";"Günther Schartz";"männlich";"26.07.1930";"Trier";NA;"01.07.2007";"katholisch";"verheiratet, 2 Kinder";"Ökonomierat";"CDU";4;"11";"152";"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Direktwahl"
"14188";"";"Walter";"Scheel";"Walter Scheel";"männlich";"08.07.1919";"Solingen";NA;"24.08.2016";"evangelisch";"verheiratet";"Bundesminister a. D., Vizepräsident DBT a. D.";"FDP";4;"5";NA;"Fraktion der Freien Demokratischen Partei";"Landesliste"
"14189";"Dr.";"Hermann";"Scheer";"Dr. Hermann Scheer";"männlich";"29.04.1944";"Wertheim / Krs. Usingen";NA;"14.10.2010";"ohne Angaben";"verheiratet, 1 Kind";"Wirtschafts- und Sozialwissenschaftler, Puplizist";"SPD";4;"12";NA;"Fraktion der Sozialdemokratischen Partei Deutschlands";"Landesliste"
"14191";"";"Siegfried";"Scheffler";"Siegfried Scheffler";"männlich";"05.11.1944";"Schillen / Krs. Birnbaum (jetzt Polen)";NA;NA;"evangelisch";"verheiratet, 2 Kinder";"Straßenbauer, Dipl.-Ingenieur, Parl. Sts. im BMVBW";"SPD";4;"15";"85";"Fraktion der Sozialdemokratischen Partei Deutschlands";"Direktwahl"
"14193";"Dr.";"Ernst";"Schellenberg";"Dr. Ernst Schellenberg";"männlich";"20.02.1907";"Berlin";NA;"06.06.1984";"ohne Angaben";"verheiratet";"Professor, Hauptgeschäftsführer a. D.";"SPD";4;"4";NA;"Fraktion der Sozialdemokratischen Partei Deutschlands";"Landesliste"
"14194";"";"Heinz";"Schemken";"Heinz Schemken";"männlich";"11.03.1935";"Velbert / Krs. Mettmann (Rheinland)";NA;NA;"katholisch";"verheiratet, 3 Kinder";"Handwerksmeister";"CDU";4;"14";"73";"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Landesliste"
"14201";"";"Gerhard";"Scheu";"Gerhard Scheu";"männlich";"27.03.1943";"Brandenburg / Havel";NA;NA;"katholisch";"verheiratet, 1 Kind";"Verwaltungsjurist";"CSU";4;"13";"222";"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Direktwahl"
"14209";"";"Otto";"Schily";"Otto Schily";"männlich";"20.07.1932";"Bochum";NA;NA;"ohne Angaben";"keine Angaben";"Bundesminister a. D., Rechtsanwalt";"SPD";4;"13";"208";"Fraktion der Sozialdemokratischen Partei Deutschlands";"Landesliste"
"14212";"";"Friedel";"Schirmer";"Friedel Schirmer";"männlich";"20.03.1926";"Stadthagen";NA;"28.11.2014";"ohne Angaben";"verheiratet, 1 Kind";"Ministerialrat a. D.";"SPD";4;"9";"34";"Fraktion der Sozialdemokratischen Partei Deutschlands";"Direktwahl"
"14213";"";"Georg";"Schlaga";"Georg Schlaga";"männlich";"03.11.1924";"Kirchmöser / Havel";NA;"30.12.2018";"ohne Angaben";"keine Angaben";"Rektor a. D.";"SPD";4;"10";NA;"Fraktion der Sozialdemokratischen Partei Deutschlands";"Landesliste"
"14217";"";"Albrecht";"Schlee";"Albrecht Schlee";"männlich";"25.08.1910";"Lendershausen / Unterfranken";NA;"14.06.1990";"evangelisch";"verheiratet, 2 Kinder";"Landesgerichtsdirektor a. D.";"CSU";4;"6";"223";"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Direktwahl"
"14218";"";"Marie";"Schlei";"Marie Schlei";"weiblich";"26.11.1919";"Reetz / Pommern";NA;"21.05.1983";"ohne Angaben";"geschieden, 3 Kinder";"Schulrätin a. D., Bundesministerin a. D.";"SPD";4;"9";NA;"Fraktion der Sozialdemokratischen Partei Deutschlands";"Landesliste"
